@relation data_143

@attribute N numeric
@attribute TREE {D10,D13,D14,D16,D18,D19,D20,D21,D22,G10,G2,G20,G21,G24,G27,G28,G29,G4,G5,G6,G7,G8,G9,J1,J10,J12,J13,J15,J17,J19,J20,J25,J27,J29,J31,J6,J8,M10,M17,M20,M25,M33,M6,O20,O27,O28,O33,O3O,Q12,Q17,Q19,Q23,Q25,Q3,Q34,Q4,Q5}
@attribute BR {A,B,C,D,E,F,G,H,I,J}
@attribute TL numeric
@attribute IN numeric
@attribute INTERNODE_1 numeric
@attribute INTERNODE_2 numeric
@attribute INTERNODE_3 numeric
@attribute INTERNODE_4 numeric
@attribute INTERNODE_5 numeric
@attribute INTERNODE_6 numeric
@attribute INTERNODE_7 numeric
@attribute INTERNODE_8 numeric
@attribute INTERNODE_9 numeric
@attribute INTERNODE_10 numeric
@attribute INTERNODE_11 numeric
@attribute INTERNODE_12 numeric
@attribute INTERNODE_13 numeric
@attribute INTERNODE_14 numeric
@attribute INTERNODE_15 numeric
@attribute INTERNODE_16 numeric
@attribute INTERNODE_17 numeric
@attribute INTERNODE_18 numeric
@attribute INTERNODE_19 numeric
@attribute INTERNODE_20 numeric
@attribute INTERNODE_21 numeric
@attribute INTERNODE_22 numeric
@attribute INTERNODE_23 numeric
@attribute INTERNODE_24 numeric
@attribute INTERNODE_25 numeric
@attribute INTERNODE_26 numeric
@attribute INTERNODE_27 numeric
@attribute INTERNODE_28 numeric
@attribute INTERNODE_29 numeric
@attribute binaryClass {P,N}

@data
153,G29,F,1,2,0.2,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
154,G29,F,1,3,0.2,0.6,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
155,G29,F,1,2,0.3,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
156,G29,F,4,3,0.5,1.6,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
157,G29,F,19,7,0.6,1.5,5.2,6.1,3.8,1.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
158,G29,F,24,7,0.6,1.8,5.8,6.5,6.3,2.8,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
159,G29,F,1.5,2,0.5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
160,G29,F,1,2,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
161,G29,F,3.5,4,0.3,1,2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
162,G29,F,1,2,0.2,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
163,G29,F,1,3,0.2,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
164,G29,F,0.5,1,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
165,G29,F,1,2,0.2,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
166,G29,G,1,2,0.3,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
167,G29,G,3,3,0.5,1,1.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
168,G29,G,18.5,8,0.5,1.8,5,4.6,2.9,2.3,1.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
169,G29,G,1,2,0.5,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
170,G29,G,1,3,0.3,0.7,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
171,G29,H,19,7,0.6,1.6,3.6,3.7,4.5,3.6,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
172,D21,A,31,8,1,3.3,7.5,7.6,4.7,3.4,2.6,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
173,D21,A,33,11,0.5,3.2,9,9.2,4.3,3.3,1.6,0.6,0.5,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
174,D21,A,33,8,0.5,2.7,7.2,9.3,5.2,4.5,2.7,1.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
175,D21,B,42,12,0.8,3,7.3,6.8,4.8,4.3,3.1,3.3,3.8,3,1.4,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
176,D21,B,8,5,0.5,1.6,3.2,2.1,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
177,D21,C,33,8,1.6,5.8,10.6,6.9,3.4,2.8,1.6,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
178,D21,C,70,12,0.8,2.4,8,13.1,9.6,8.2,7.1,6.5,5.2,4.4,3,1.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
179,D21,D,24,8,0.5,2.6,7.1,5.5,3.1,2.5,2.2,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
180,D21,D,4,3,0.5,1.5,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
181,D21,E,16,8,0.9,2.5,3.5,3.6,2.6,1.7,1.1,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
182,D21,E,1,2,0.3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
183,D21,E,5,4,0.2,0.7,2.5,1.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
184,D21,F,38,11,1,3,6.2,5,4.3,3.6,4.7,4.5,3.9,1.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
185,D21,F,2.5,3,0.3,1,1.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
186,D21,F,32,8,1,3.6,7.7,7.9,5,3.6,2.3,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
187,D21,G,45,9,0.5,3.1,8.2,11.4,7.6,6.5,5.2,2.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
188,D21,G,19,6,0.7,2.8,5.6,6,2.8,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
189,D21,G,1,2,0.2,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
190,D21,H,3,3,0.3,1,1.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
191,D21,H,4,4,0.3,0.9,2.1,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
192,D21,H,6,5,0.5,1.6,2.5,1.1,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
193,D21,H,18,7,0.5,1.8,5.4,4.5,2.7,2.3,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
194,D21,H,29.5,7,1,4,9.3,8,4.4,2.1,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
195,D21,H,27,7,0.8,2.6,7.1,7.6,4.7,2.7,1.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
196,D21,H,21,7,1,2,4.6,4.5,3.4,3.8,1.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
197,D21,H,2,3,0.2,0.8,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
198,Q5,A,2,3,0.4,1,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
199,Q5,A,4,4,0.5,1.2,2.1,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
200,Q5,A,4,3,0.7,2.1,1.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
201,Q5,A,1,3,0.3,0.7,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
202,Q5,A,2,3,0.2,0.7,1.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
203,Q5,A,1,2,0.5,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
204,Q5,A,0.5,2,0.2,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
205,Q5,B,20,7,0.5,1.1,3.7,6.3,5.5,2.8,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
206,Q5,C,42,8,0.5,1.3,5.3,12.2,13.2,6.7,2.1,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
207,Q5,D,18,7,0.6,1,2.2,5.6,6,2.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
208,Q5,D,3,4,0.5,0.6,1.3,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
209,Q5,D,9,5,0.8,1.2,2.5,3.2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
210,Q5,D,6,5,0.5,0.8,1.5,2.4,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
211,Q5,D,4,4,0.6,0.8,1.6,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
212,Q5,D,10.5,6,0.3,1,1.7,4,3,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
213,Q5,D,3,5,0.3,0.6,0.9,0.8,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
214,Q5,D,0,1,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
215,Q5,D,0,1,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
216,Q5,E,19,7,0.3,0.6,1.8,6.3,7.4,2.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
217,Q5,E,51,12,0.5,1.7,6.8,8.8,8.7,5.7,4.4,5.6,4.6,2.2,1.3,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
218,Q5,F,51,12,1,2.5,6.3,9,7.5,6.2,4.8,4.5,5.3,1.2,2,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
219,Q5,G,28,9,0.3,1,3.4,6.9,6,5,3.5,1.5,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
220,Q5,G,70.5,17,0.7,3.2,6.7,6.2,5.6,5,6.6,6.4,5,4.7,5.6,5.3,4.7,2.5,1.3,0.7,0.3,?,?,?,?,?,?,?,?,?,?,?,?,N
221,Q5,H,1.5,2,0.7,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
222,Q5,H,19,6,0.3,1,5.2,8.7,3.6,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
223,Q5,H,23,6,0.3,1.2,5.7,8.8,5.6,1.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
224,Q5,H,8,5,0.5,1.5,5.3,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
225,Q5,H,6,4,0.3,1.2,3.4,1.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
226,Q5,H,2,3,0.2,1.2,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
227,J29,A,1,2,0.2,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
228,J29,A,1,2,0.2,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
229,J29,A,39,10,1.2,4,9.3,7.1,6.8,4.6,2.9,1.8,0.8,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
230,J29,A,25,9,0.4,1.3,5.5,6.3,2.8,3.6,3,1.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
231,J29,A,14,7,0.3,0.7,4.5,4.2,3.1,1.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
232,J29,A,50,14,0.5,1.7,2.5,9.4,8,8,6.9,3.9,3.7,1.7,1.6,0.7,0.7,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
233,J29,A,1,2,0.2,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
234,J29,A,11,6,0.3,1.1,1.9,4.9,2.5,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
235,J29,A,1,3,0.2,0.5,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
236,J29,A,1,3,0.2,0.5,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
237,J29,A,1,2,0.4,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
238,J29,A,2,3,0.3,0.6,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
239,J29,B,2,3,0.3,0.7,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
240,J29,B,30,8,0.5,1.5,4.7,8.7,7,5.6,1.8,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
241,J29,B,20,7,0.5,2.7,5.6,6.3,3.7,1.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
242,J29,B,3,3,0.5,1.1,1.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
243,J29,C,102,21,0.3,0.8,4.3,10,9.3,10.4,11.8,8.8,7.5,6.3,7.1,9.3,4,2.8,2.3,2.5,1.8,1.8,0.7,0.2,0.2,?,?,?,?,?,?,?,?,N
244,J29,D,0.5,2,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
245,J29,D,34,11,0.5,1,4.7,6.6,6,5.2,3.6,3,2,0.8,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
246,J29,D,19,9,0.2,0.6,1.4,3.4,5.2,5.3,2.4,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
247,J29,D,48,11,0.3,1.1,3.1,6.1,5.3,7.8,8.2,6.8,5,3.1,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
248,J29,D,47,11,0.5,1.8,8,8.5,6.1,7.7,6.3,4,2.7,1.1,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
249,J29,D,1,2,0.2,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
250,J29,D,1.5,3,0.2,0.6,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
251,J29,D,41.5,13,0.5,0.8,4.8,10,5.3,5.8,5.7,3.4,2.6,1,0.9,0.4,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
252,J29,E,1,3,0.2,0.6,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
253,J29,E,68,16,0.3,1.2,5,9.2,6.6,6.8,6.5,4.4,5,4.7,5.6,5,4,2.4,0.8,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,N
254,J29,E,26,9,0.5,1,3.5,7.8,5.8,4.5,2.3,0.4,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
255,J29,E,1,3,0.3,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
256,J29,E,1,3,0.2,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
257,J29,F,0.5,2,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
258,J29,F,1,3,0.3,0.5,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
259,J29,F,1,2,0.2,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
260,J29,F,18,8,0.3,1,2.8,6.2,4.1,3.1,0.7,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
261,J29,F,41,13,0.5,1.5,5,7.4,4.2,6.4,6.5,4,2.4,1.4,0.8,0.4,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
262,J29,F,15,8,0.4,1.2,4,5.4,1.5,1.7,0.7,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
263,J29,F,2,4,0.3,0.7,0.4,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
264,J29,F,5.5,6,0.3,0.7,2.2,1.6,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
265,J29,F,1,3,0.2,0.4,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
266,J29,F,2,5,0.2,0.6,0.8,0.2,0.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
267,J29,F,0,1,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
268,J29,G,0.5,2,0.2,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
269,J29,G,3,4,0.2,0.5,1.3,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
270,J29,G,28,8,0.5,1.2,6.7,8.1,5.5,3.9,1.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
271,J29,G,2,3,0.3,0.7,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
272,J29,G,32,11,0.3,1.1,6,8.2,7.1,4.8,2.7,0.7,0.5,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
273,J29,G,28,9,0.3,1.2,6.5,9.1,5,3.2,1.8,0.6,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
274,J29,G,0.5,2,0.2,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
275,J29,G,1,3,0.2,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
276,J29,G,1,3,0.2,0.4,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
277,J29,G,1,2,0.5,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
278,J29,H,1,3,0.2,0.5,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
279,J29,H,1,2,0.2,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
280,J29,H,2,3,0.3,0.6,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
281,J29,H,97,17,0.5,1.8,8.4,9.8,8.8,9.3,8.5,7.1,6.7,7.3,7.2,7.4,6.2,4.8,2.4,0.7,0.2,?,?,?,?,?,?,?,?,?,?,?,?,N
282,J29,H,55,12,0.5,3.1,9,8.5,7.7,7.7,6.2,4.9,5.2,1.1,0.6,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
283,J29,H,1,3,0.2,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
284,J29,H,1,3,0.2,0.5,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
285,J29,H,86,16,0.5,4.1,9.1,9.2,9.8,8.3,6.6,6.5,5.6,6,7.5,5.6,3.5,2.4,0.7,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,N
286,Q23,A,0,1,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
287,Q23,A,0.5,1,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
288,Q23,A,0.5,2,0.2,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
289,Q23,A,21,7,0.3,1.5,5.1,7.6,4.8,1.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
290,Q23,A,0.5,2,0.2,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
291,Q23,A,1,3,0.3,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
292,Q23,A,0.5,1,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
293,Q23,A,0,1,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
294,Q23,A,3,4,0.4,0.5,1.3,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
295,Q23,B,1,3,0.2,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
296,Q23,B,1.5,3,0.2,0.7,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
297,Q23,B,1,3,0.2,0.6,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
298,Q23,B,20,9,0.6,1.5,4.5,5.5,3.1,2,1.5,1,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
299,Q23,B,1,3,0.3,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
300,Q23,B,5.5,5,0.4,0.8,2.3,1.8,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
301,Q23,B,1,3,0.2,0.4,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
302,Q23,B,1,3,0.3,0.5,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
303,Q23,B,1,3,0.2,0.4,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
304,Q23,B,6,5,0.5,1.2,2.2,1.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
305,Q23,C,1.5,4,0.2,0.6,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
306,Q23,C,9,5,0.3,2.1,4.1,2.1,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
307,Q23,C,86,16,0.5,2,7.3,10,10.6,8.6,8.6,6.7,5.8,5.2,5.5,5.1,4.9,3.4,1.5,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,N
308,Q23,C,20,6,0.3,2.4,6.3,7.6,2.8,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
309,Q23,C,26,8,0.5,1.5,4.2,6.3,7.1,4.5,1.6,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
310,Q23,C,1.5,3,0.2,0.5,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
311,Q23,C,1,3,0.2,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
312,Q23,C,1,3,0.2,0.4,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
313,Q23,D,1,3,0.2,0.5,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
314,Q23,D,0.5,2,0.2,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
