dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
291,24.574745,-14.2902775,-7.9359674,24.001293,11.756239,21.97817,-17.593851,-16.345905,-35.83841,27.442616,-12.684988,-29.297022,-3.4653633,1.8199364,-17.590405,7.0257416,-21.078388,34.59926,2.4291742,27.477362,34.15502,36.209064,-12.688517,-15.741956,-22.922466,40.997345,-22.3056,39.96898,36.957222,9.454927,35.143955,-14.816511
292,54.992256,-32.311203,-17.839352,53.278645,27.05581,48.5452,-38.660778,-34.88593,-79.98754,61.201862,-27.019672,-64.17373,-7.92202,4.0628147,-38.16053,15.422129,-46.101707,76.61687,5.2694864,60.73574,76.40848,80.113594,-28.555786,-34.33945,-51.238434,90.40701,-48.122383,87.273636,81.84511,20.609953,77.68044,-32.726738
293,8.995626,-5.2854166,-2.3165421,8.955465,4.1918516,7.900833,-6.381635,-5.9012384,-12.8672,9.7626295,-4.282126,-10.6268,-1.2961773,1.0816374,-6.6712317,2.7604277,-7.4588,12.341505,1.1111417,9.712826,12.319554,13.285566,-4.5375953,-5.3089104,-8.123796,14.8962345,-8.296382,14.283961,13.376178,4.0890117,12.764105,-5.68979
294,64.02569,-37.56087,-21.198002,62.04397,31.30368,56.911095,-45.249546,-41.278687,-93.47779,71.50781,-32.286915,-75.544914,-9.104859,4.380972,-44.752438,17.946049,-54.400482,89.87867,6.0752225,71.28907,89.12889,93.70312,-33.170097,-40.783207,-59.84385,105.92838,-56.764984,102.90509,95.9121,23.789154,90.96681,-38.15189
295,32280.969,-18963.682,-10687.814,31252.484,15942.564,28697.453,-22654.906,-20543.309,-47110.72,36112.258,-16083.075,-38041.047,-4615.107,2046.4258,-22318.475,8989.449,-27345.848,45300.74,3003.314,35882.35,45040.883,47151.008,-16777.537,-20532.871,-30281.895,53257.55,-28485.756,51593.867,48284.11,11853.326,45744.75,-19158.004
296,573.443,-336.76865,-189.83319,555.2678,282.80222,509.8592,-402.72455,-365.5805,-836.8955,641.44714,-286.19382,-675.98456,-81.95841,36.628845,-396.95795,159.8744,-485.96063,804.82214,53.41343,637.5378,799.9264,837.8239,-297.9656,-364.84302,-537.7584,946.4386,-506.46866,917.1909,857.8958,210.78378,812.90173,-340.50412
297,434.10538,-254.93478,-143.65308,420.35577,214.04668,385.9227,-304.91803,-276.79315,-633.51483,485.52963,-216.64053,-511.6674,-62.036633,27.84895,-300.59015,121.04767,-367.8439,609.1959,40.484238,482.5993,605.49817,634.2402,-225.53445,-276.11847,-407.02606,716.45825,-383.3858,694.32605,649.40753,159.67049,615.3732,-257.79764
298,76.331566,-44.77665,-25.209856,73.98972,37.37328,67.84349,-53.868996,-49.08616,-111.38872,85.26189,-38.36765,-90.00807,-10.891406,5.167247,-53.238567,21.396435,-64.77127,107.10146,7.2084556,84.917465,106.28928,111.65962,-39.594273,-48.546356,-71.3817,126.210556,-67.6195,122.47286,114.27101,28.330225,108.37579,-45.46573
299,2.887144,-1.8849525,-0.07086153,3.279126,0.8542658,2.658544,-1.7649015,-2.050786,-3.9034932,2.819019,-1.5111156,-4.025326,-0.7139598,0.34872168,-2.3321264,1.366944,-2.3578808,4.033942,0.242889,2.6594393,3.5860913,4.625227,-1.4478161,-1.7793972,-2.1890779,5.1219525,-3.5257735,4.6966753,4.559273,1.8042406,4.3652964,-2.3179746
300,24.628765,-14.331453,-7.9311647,24.04526,11.804918,21.992617,-17.611282,-16.320564,-35.895992,27.482044,-12.645971,-29.29501,-3.4791732,1.8505255,-17.6003,7.036864,-21.069725,34.624992,2.440927,27.495594,34.218716,36.25277,-12.71736,-15.716286,-22.958065,41.030125,-22.287159,39.958942,36.9936,9.4857,35.17814,-14.843178
301,7.0130587,-4.333003,-0.9752528,7.09029,3.5242317,5.632508,-4.6144204,-3.6537273,-9.534301,7.0721855,-2.0738215,-7.4526877,-1.1157532,1.5283229,-5.0410776,2.3183591,-4.8831778,8.722422,1.1493542,6.728461,9.3681965,9.975332,-3.448854,-2.9007792,-5.9095297,10.836052,-5.80034,9.558434,9.78296,3.922706,9.344482,-4.688227
302,6.6263313,-4.1152735,-0.8524529,6.7122774,3.319486,5.299029,-4.337727,-3.421453,-8.992673,6.651976,-1.8939927,-7.0299063,-1.0450231,1.5000001,-4.7758584,2.2095864,-4.572775,8.189703,1.1150497,6.3091574,8.831675,9.446788,-3.2526574,-2.6747437,-5.5425425,10.2083645,-5.479819,8.957797,9.216684,3.7767136,8.809893,-4.455693
303,7.660726,-4.6654825,-1.3040917,7.7101326,3.8429005,6.274014,-5.150634,-4.1866274,-10.529661,7.8849974,-2.5397735,-8.248278,-1.2135937,1.4972677,-5.5123415,2.468018,-5.519639,9.741089,1.1665943,7.563853,10.334841,10.897062,-3.8171945,-3.43017,-6.606678,11.998415,-6.3917384,10.77042,10.816411,4.050169,10.333506,-5.0236025
304,6.1876683,-4.073162,-0.23509629,6.418106,3.1229482,4.672958,-3.6404011,-2.6193004,-8.05343,5.6980453,-1.1416626,-6.423951,-1.1075437,1.7077465,-4.3917317,2.3525183,-3.7943966,7.233358,1.1235366,5.2163544,7.9069037,8.771521,-2.8939517,-1.8942457,-4.682231,9.187509,-5.0953355,7.5809226,8.424198,4.0485244,7.9645243,-4.514954
305,8.340234,-4.921759,-2.0646079,8.397687,3.7694569,7.3987303,-5.8734403,-5.5617733,-11.894917,8.999611,-4.0869613,-10.05208,-1.2746989,0.9401514,-6.244027,2.673976,-6.975648,11.532981,0.9770071,8.949492,11.362957,12.412214,-4.2116914,-4.9976892,-7.4647207,13.962418,-7.951535,13.388577,12.526613,3.8508496,11.932409,-5.3917933
306,3.4303737,-2.628702,0.40043932,3.5665474,1.734342,2.200137,-1.3972343,-0.67076516,-4.161902,2.6153686,0.061340682,-3.2523427,-0.80305517,1.3305819,-2.2531557,1.526748,-1.4685746,3.4647434,0.63202477,2.0375526,3.8963132,4.765268,-1.4846019,-0.3909554,-1.9967006,4.5134315,-2.5077894,3.1584287,4.414385,2.6723754,4.011166,-2.7247052
307,2.3200686,-2.0114417,0.78137386,2.5638518,1.0301722,1.4360659,-0.5388185,-0.1914135,-2.616732,1.3945769,0.19667053,-2.5720592,-0.7149872,0.90516675,-1.5511016,1.3128812,-0.88036126,2.3485112,0.42020077,0.8589493,2.3180845,3.340264,-0.84068286,-0.18651181,-0.9901325,3.0308309,-2.1664426,2.0032353,3.1279616,2.1957405,2.671816,-2.1859157
308,11.024974,-6.3286657,-3.3544738,10.908089,5.068248,9.962834,-8.083366,-7.742179,-16.056587,12.30246,-5.913073,-13.4212475,-1.5011481,0.9644149,-8.271944,3.2504444,-9.655202,15.612635,1.2247788,12.450163,15.296605,16.445227,-5.610017,-7.1614237,-10.254114,18.67229,-10.449003,18.370619,16.715452,4.58172,15.967183,-6.795223
309,5.296816,-3.1840274,-1.0682554,5.5377984,2.077933,4.86869,-3.6587741,-3.8209698,-7.537941,5.669199,-2.8970876,-6.8922644,-0.9167458,0.48488036,-4.1160803,1.9193081,-4.6021643,7.533353,0.5247147,5.6114874,7.0743294,8.163309,-2.6888118,-3.4672527,-4.599979,9.194716,-5.653907,8.85249,8.204617,2.6072783,7.8486695,-3.6210759
310,2.4251962,-1.7008156,0.15793596,2.7965696,0.71718,2.114985,-1.3016207,-1.4813507,-3.1659527,2.1905587,-1.0225215,-3.2901082,-0.6709418,0.42239505,-1.9166281,1.2590058,-1.7640721,3.231013,0.20518167,1.943848,2.8846471,3.812003,-1.1991239,-1.2489884,-1.642869,4.1489935,-2.884522,3.612086,3.7504265,1.6709713,3.5543694,-2.0386157
311,2870.019,-1686.1223,-949.6415,2778.9897,1416.8317,2551.6128,-2014.0922,-1826.919,-4188.339,3210.386,-1430.2725,-3382.8833,-410.52203,182.02779,-1984.7162,799.71765,-2431.399,4027.7554,266.9772,3189.9397,4004.1343,4192.55,-1491.5896,-1825.6931,-2691.8882,4735.526,-2533.645,4587.597,4293.202,1054.4086,4067.4578,-1703.8096
312,8458.567,-4969.01,-2800.3198,8189.362,4176.8784,7519.88,-5936.3926,-5383.698,-12344.42,9462.432,-4214.9053,-9968.65,-1209.3618,536.2116,-5848.609,2355.8364,-7165.825,11870.496,786.92053,9402.337,11801.875,12355.452,-4396.167,-5380.609,-7934.569,13955.7295,-7465.13,13520.06,12652.327,3106.2244,11986.98,-5020.317
313,4149.68,-2437.802,-1373.4933,4017.8137,2048.8372,3689.2485,-2912.275,-2641.4023,-6055.946,4642.0103,-2067.9463,-4890.8623,-593.40295,263.1344,-2869.4922,1155.9995,-3515.5247,5823.599,386.04575,4612.5205,5789.685,6061.676,-2156.6772,-2639.7107,-3892.3906,6846.776,-3662.821,6633.022,6207.2666,1524.1826,5880.8657,-2463.1814
314,3.7005649,-2.2196193,-0.48521835,3.936271,1.336889,3.397262,-2.5952058,-2.7861435,-5.2105055,3.9066684,-1.9694561,-4.8560257,-0.5933105,0.49133998,-3.0206075,1.3910248,-3.2232163,5.173962,0.49492535,3.8681633,4.8904786,5.8012257,-1.8446834,-2.368606,-3.1355221,6.4509277,-4.0996404,6.1662755,5.700223,2.1189902,5.513696,-2.6081767
315,4.285153,-2.5145938,-0.710489,4.619692,1.470803,4.1109285,-3.076606,-3.4456449,-6.0919304,4.6169477,-2.6025345,-5.901491,-0.7533065,0.34469935,-3.543541,1.6425304,-3.9452064,6.249239,0.4658386,4.64818,5.725869,6.8317766,-2.1638932,-3.010383,-3.7515442,7.7549706,-5.0484233,7.559377,6.8193717,2.3032918,6.568114,-3.0735607
316,19.282976,-11.286001,-5.8829474,18.751545,9.454624,16.82195,-13.628569,-12.195191,-27.83553,21.273684,-9.180534,-22.183048,-2.7739549,1.8376595,-13.568785,5.466414,-15.894554,26.517025,2.039794,21.084415,26.637959,27.979977,-9.932831,-11.621733,-17.803715,31.501745,-16.739426,30.255411,28.427784,7.6494246,27.074,-11.562229
317,3.729847,-3.0382,0.85197574,3.9094238,2.0623956,2.1297317,-1.1032414,-0.05535839,-4.2309566,2.5119853,0.69016325,-3.2675178,-1.0118058,1.6083218,-2.2333617,1.7836338,-1.1261036,3.4176135,0.69892114,1.6504707,4.046468,4.932338,-1.5279495,0.111915685,-1.940744,4.4635696,-2.4758391,2.5983472,4.529874,3.165503,3.987685,-3.0874078
318,3.1672208,-2.4186106,0.3702825,3.3710914,1.4794755,2.1809022,-1.3551824,-0.86589324,-3.8923168,2.4323578,-0.19698332,-3.3081214,-0.7576784,1.1373324,-2.2355556,1.5023388,-1.5615472,3.4346318,0.5652252,1.9586216,3.6261494,4.515603,-1.3592747,-0.54917186,-1.8474071,4.4507627,-2.6784494,3.3421504,4.318183,2.501038,3.8999283,-2.630116
319,3.6240783,-2.375348,-0.23184493,3.7900376,1.5331485,2.9795823,-2.2239425,-2.0421903,-4.91248,3.5024707,-1.2438288,-4.2930174,-0.62506247,0.8103374,-2.7770562,1.4103473,-2.6376855,4.61328,0.57771707,3.3004582,4.6229897,5.434337,-1.7166439,-1.6699839,-2.7857518,5.788704,-3.4976623,5.1770835,5.2722926,2.2917445,5.002898,-2.6289432
320,3.166797,-2.0566282,-0.12092531,3.42796,1.155685,2.7229395,-1.9560468,-2.0356631,-4.3029203,3.1177218,-1.3520043,-4.0633025,-0.59966564,0.5789766,-2.49678,1.3224901,-2.4696774,4.208194,0.41420588,2.9546254,3.9955425,4.8637266,-1.526644,-1.7873186,-2.4201756,5.2662344,-3.3873565,4.816642,4.738533,2.0059323,4.5749884,-2.3196948
321,47.6529,-27.95317,-15.656301,46.19172,23.288391,42.27575,-33.69817,-30.69614,-69.50512,53.145336,-23.921474,-56.099873,-6.773341,3.4136167,-33.369293,13.376074,-40.388554,66.76555,4.5891004,52.97577,66.272606,69.69493,-24.656748,-30.20317,-44.46725,78.7599,-42.177887,76.458954,71.290054,17.851284,67.64302,-28.422983
322,10.016745,-5.8671427,-2.6958594,9.935468,4.7168975,8.788736,-7.1061363,-6.544099,-14.350504,10.916492,-4.801154,-11.785102,-1.448656,1.1371806,-7.356505,3.037785,-8.304869,13.773951,1.1711318,10.853116,13.73743,14.716536,-5.0817432,-5.96362,-9.085597,16.553373,-9.134099,15.89131,14.869566,4.405022,14.19396,-6.2495
323,2.9383464,-2.1071687,0.13076523,3.1462617,1.2193439,2.2530458,-1.506914,-1.3071387,-3.798045,2.5313854,-0.6788581,-3.390131,-0.63385427,0.82930803,-2.1936982,1.3343072,-1.8305311,3.5230699,0.45726484,2.20916,3.5075622,4.3394713,-1.3417304,-1.0152988,-1.9222612,4.4853354,-2.7896264,3.7341857,4.2045984,2.1076632,3.9086304,-2.319734
324,60.466316,-35.51839,-19.761473,58.574562,29.704052,53.500904,-42.563972,-38.539604,-88.06745,67.378914,-29.960644,-70.8275,-8.671261,4.336286,-42.035683,16.94653,-50.920418,84.46679,5.767027,66.958984,84.075485,88.21288,-31.374176,-38.021614,-56.405914,99.60332,-53.131878,96.35622,90.190216,22.573742,85.57002,-35.98811
325,3.073129,-2.2549725,0.19396241,3.2536957,1.3645775,2.2314982,-1.4861763,-1.1338221,-3.905032,2.5422757,-0.47249585,-3.34916,-0.6680177,0.9889433,-2.230403,1.382519,-1.7384045,3.5008855,0.52538997,2.1704745,3.6116748,4.467639,-1.364251,-0.83542967,-1.9301828,4.4927382,-2.7073116,3.595084,4.273122,2.2824118,3.938789,-2.441556
326,3014.8147,-1771.0283,-998.0781,2918.7273,1488.6917,2680.0317,-2115.9492,-1918.9167,-4399.756,3372.5063,-1502.2153,-3552.727,-430.96002,191.5723,-2084.7698,839.6657,-2553.8765,4230.669,280.6534,3351.157,4206.3174,4403.6025,-1566.7179,-1917.4968,-2827.937,4973.8945,-2660.4907,4818.855,4509.3765,1107.2799,4272.313,-1789.3551
327,233.27567,-137.07158,-76.81641,225.82857,115.173996,206.96338,-163.70523,-148.2018,-340.1446,260.61728,-115.70203,-274.17825,-33.38999,15.432202,-161.37157,65.046,-197.0372,326.73053,21.89581,258.83633,325.15945,340.4327,-121.16929,-147.64662,-218.47266,384.3875,-205.3241,372.06662,348.42682,86.096664,330.22653,-138.50601
328,317.65738,-186.54854,-104.95913,307.84256,156.24228,282.7199,-223.18375,-203.09354,-463.63556,355.3073,-159.06392,-375.18243,-45.449223,20.204609,-220.28853,88.81383,-269.58777,446.1761,29.574234,353.27365,443.025,464.56244,-165.01813,-202.50601,-297.78076,524.86444,-281.4543,508.86505,475.66156,117.04138,450.74194,-188.9221
329,378.46185,-222.29402,-125.2042,366.4128,186.67644,336.34024,-265.8294,-241.19695,-552.29346,423.22256,-188.73117,-445.9362,-54.047955,24.43006,-262.0869,105.49126,-320.61026,530.9967,35.390354,420.69867,527.85223,552.85956,-196.53932,-240.61067,-354.8029,624.4796,-334.07343,605.2232,566.0889,139.30136,536.40955,-224.74588
330,2.205263,-1.5872487,0.2356087,2.5624456,0.598725,1.88981,-1.1015341,-1.2861053,-2.8369954,1.9270213,-0.8868021,-2.9940407,-0.6592161,0.38556296,-1.6949421,1.1921833,-1.529649,2.8866973,0.16000596,1.638936,2.5345013,3.4857948,-1.102764,-1.0935133,-1.4110904,3.7301857,-2.6494513,3.1685026,3.37692,1.5427128,3.1930673,-1.8903081
331,3.6059213,-2.6511228,0.21705131,3.7294452,1.795237,2.4107127,-1.6763799,-0.97076243,-4.499482,2.94488,-0.17126523,-3.474403,-0.773692,1.2938902,-2.4117203,1.5076997,-1.7377672,3.7757518,0.6461412,2.4375415,4.2254477,5.0541563,-1.6300266,-0.6577112,-2.2605174,4.8975782,-2.6544867,3.616935,4.685355,2.6355762,4.344166,-2.730449
332,1276.7839,-750.05133,-422.29355,1236.048,630.5138,1134.6044,-895.95197,-812.241,-1862.9769,1427.9999,-635.5587,-1503.8284,-182.59401,81.66365,-882.783,355.66937,-1080.8987,1791.0453,118.97251,1418.7131,1781.1462,1864.5618,-663.48627,-811.29083,-1197.3914,2105.856,-1126.1154,2039.8177,1909.1635,469.1985,1808.9062,-757.8075
333,2.374494,-1.6808579,0.17797884,2.72636,0.70653903,2.0394719,-1.2444896,-1.4020569,-3.088313,2.1249337,-0.95579576,-3.1855452,-0.65856516,0.43062988,-1.8502306,1.2310933,-1.6878697,3.124117,0.20234287,1.8611753,2.8000596,3.7172031,-1.1744578,-1.1887807,-1.5834332,4.0125046,-2.7816138,3.4601047,3.6341426,1.6408932,3.4423954,-1.9850214
334,103.38609,-60.697533,-34.11622,100.14262,50.806892,91.80792,-72.80228,-66.14699,-150.8328,115.48464,-51.67698,-121.73743,-14.755152,6.958215,-71.88167,28.90335,-87.56847,144.95314,9.762209,114.90465,144.02377,151.0834,-53.634438,-65.62234,-96.73774,170.69002,-91.3226,165.49773,154.63269,38.29619,146.60721,-61.498596
335,2.776108,-1.906889,0.033124298,3.01672,1.0332935,2.2820604,-1.5512836,-1.5468557,-3.6796002,2.5676959,-0.96228254,-3.437883,-0.591571,0.6140826,-2.1256995,1.2479196,-1.9543701,3.5445752,0.35467264,2.314927,3.3887355,4.1933494,-1.329817,-1.3057053,-1.9511185,4.4689136,-2.864438,3.9035954,4.087685,1.8547971,3.8885765,-2.122033
336,3.4455369,-2.587339,0.27585453,3.5474498,1.726043,2.2466707,-1.5198967,-0.81842405,-4.270052,2.7353036,-0.06790535,-3.2973237,-0.741576,1.3040867,-2.2931924,1.4533293,-1.5903914,3.532571,0.64964867,2.2315626,3.9690385,4.847302,-1.5037808,-0.55128145,-2.0860991,4.590659,-2.5093443,3.3400688,4.448833,2.6029615,4.0966754,-2.6521087
337,3.4409802,-2.5785153,0.26417917,3.541534,1.7192703,2.2510004,-1.5302682,-0.8371394,-4.273738,2.7424195,-0.086225204,-3.303351,-0.73502195,1.2963574,-2.2965426,1.4465721,-1.6042973,3.539346,0.6492654,2.2472224,3.9700344,4.848013,-1.5033076,-0.5700453,-2.0910559,4.5971327,-2.514287,3.3618114,4.450223,2.592182,4.1021667,-2.642918
338,3.4447312,-2.5864837,0.27514416,3.5464897,1.725359,2.2465034,-1.5202072,-0.81933755,-4.2696314,2.7352397,-0.06893443,-3.297174,-0.7410269,1.3035333,-2.2930555,1.4526708,-1.5909446,3.5323367,0.6495873,2.2321153,3.9683814,4.846678,-1.5034248,-0.5523235,-2.085977,4.59022,-2.5091982,3.3407884,4.448202,2.602016,4.0963373,-2.651158
339,646.6744,-379.84262,-214.02307,626.071,319.11435,574.79944,-454.04767,-411.92407,-943.7257,723.2905,-322.4098,-762.05774,-92.39052,41.43215,-447.53604,180.1971,-547.83685,907.41785,60.33634,718.8532,902.0924,944.6331,-335.9231,-411.23975,-606.4247,1066.9935,-570.80774,1033.9783,967.2866,237.7576,916.5099,-383.93146
340,2.6911871,-1.8445807,0.0503671,2.9912007,0.9340652,2.286693,-1.517382,-1.5961283,-3.5603623,2.4887314,-1.0423112,-3.4604187,-0.6257423,0.5394969,-2.1108902,1.2771406,-1.9533945,3.5295806,0.30205944,2.2520506,3.287901,4.1122637,-1.3076315,-1.3272538,-1.8915584,4.4721327,-2.9471848,3.935245,4.066858,1.805171,3.861538,-2.1302772
341,124.58197,-73.23575,-40.78104,120.600464,61.526276,110.297104,-87.38854,-78.94643,-181.48654,138.9896,-61.46055,-146.0237,-17.860615,8.55138,-86.18099,34.77877,-104.89744,174.14792,11.778631,137.94281,173.47708,181.6222,-64.68845,-78.44417,-116.48015,204.99796,-109.34149,198.20113,185.79483,46.20527,176.14091,-73.986755
342,9.243246,-5.265382,-2.8590987,9.22189,4.0712285,8.566287,-6.9070616,-6.8978233,-13.578642,10.409303,-5.3561573,-11.704589,-1.207371,0.6934822,-7.1739397,2.7777705,-8.454702,13.390144,1.0350587,10.6773615,12.877928,14.044299,-4.6683145,-6.3716717,-8.651577,16.034502,-9.247561,16.032225,14.315572,3.899962,13.678739,-5.779588
343,27.491177,-16.088522,-8.769855,26.701574,13.4277115,24.239697,-19.480915,-17.645517,-39.931812,30.532154,-13.545212,-32.07785,-3.9187825,2.262368,-19.341555,7.752761,-23.05978,38.226757,2.7722793,30.389187,38.129036,40.117702,-14.195811,-17.078766,-25.542086,45.260822,-24.181646,43.768307,40.899803,10.578171,38.88153,-16.453356
344,3.2941432,-2.3870971,0.10002591,3.3940074,1.5536891,2.2942302,-1.6447823,-1.1323729,-4.2264223,2.7893183,-0.39800674,-3.368613,-0.6385572,1.1252687,-2.3072088,1.3426594,-1.7960113,3.6037316,0.60654676,2.4199097,3.8970056,4.748124,-1.4724771,-0.8610476,-2.1186686,4.6361365,-2.597043,3.6608193,4.4056787,2.3684764,4.120879,-2.4642072
345,4.5134654,-2.6201692,-0.76146054,4.7511425,1.702578,4.2284346,-3.2901738,-3.5131116,-6.4350424,4.8919144,-2.5405183,-6.0076914,-0.64868575,0.49339598,-3.7227848,1.5888375,-4.112767,6.4432197,0.6378858,4.9599867,6.104907,7.1109796,-2.2151403,-3.0440812,-4.0214996,7.9691954,-5.0612807,7.7846785,7.018579,2.4925878,6.7748613,-3.1218095
346,306.43073,-179.9791,-101.30609,296.69437,151.11343,272.27655,-215.25716,-195.29648,-447.12842,342.62024,-152.7626,-360.96384,-43.776596,19.876682,-212.23929,85.44081,-259.5124,429.84235,28.67536,340.56445,427.32968,447.61237,-159.13783,-194.71019,-287.2131,505.59003,-270.4426,489.93906,458.28143,112.86465,434.28574,-181.99246
347,213.253,-125.237915,-70.46956,206.50044,105.08032,189.4626,-149.88492,-136.03423,-311.15613,238.38931,-106.37752,-251.18855,-30.459553,13.945392,-147.83047,59.4972,-180.6096,299.10825,19.994595,237.01094,297.3207,311.53815,-110.72322,-135.47556,-199.80547,351.90775,-188.2519,341.0553,318.93744,78.64653,302.2725,-126.69835
348,83.673874,-49.132305,-27.391117,81.070526,41.165558,74.15585,-58.85979,-53.339447,-121.924644,93.35374,-41.518726,-98.23826,-11.974241,5.817311,-58.124992,23.41533,-70.60534,117.04913,7.957855,92.775665,116.48019,122.14374,-43.415466,-52.790253,-78.199905,137.91306,-73.69213,133.48792,124.9161,31.156147,118.472336,-49.784794
349,1085.5762,-637.6862,-359.195,1050.9995,535.9234,964.8771,-761.9549,-691.0169,-1584.1283,1214.2261,-540.8185,-1279.0168,-155.20277,69.31645,-750.82245,302.4435,-919.3825,1523.1296,101.13723,1206.5033,1514.4314,1585.5715,-564.10565,-690.1516,-1018.1004,1790.8811,-957.8883,1734.9908,1623.5558,398.9263,1538.2937,-644.38257
350,57.723015,-33.87302,-19.063469,55.929504,28.231953,51.25187,-40.78833,-37.16316,-84.24077,64.42366,-29.029537,-68.01073,-8.212739,4.0248427,-40.347347,16.182873,-48.970634,80.95018,5.5025086,64.21212,80.3185,84.433914,-29.893536,-36.675915,-53.91059,95.43108,-51.095005,92.664764,86.40715,21.498634,81.96156,-34.399803
351,2.8020232,-1.8549341,-0.026699653,3.1743135,0.85236025,2.534186,-1.6736586,-1.9118063,-3.7632523,2.6959293,-1.3804065,-3.8476167,-0.6929115,0.38586387,-2.2472327,1.3344953,-2.2273169,3.857919,0.2494057,2.517678,3.4576237,4.4484463,-1.395148,-1.6508747,-2.082896,4.902608,-3.3548043,4.449152,4.381854,1.7878479,4.18793,-2.249546
352,366.1621,-215.08878,-121.003624,354.502,180.67111,325.29068,-257.101,-233.14046,-534.2322,409.39438,-182.33528,-431.1793,-52.336315,23.726254,-253.4427,102.06877,-309.95285,513.5281,34.239174,406.831,510.64203,534.75354,-190.19272,-232.54033,-343.21304,603.9679,-322.97812,585.1181,547.48914,134.81602,518.8069,-217.41777
353,27.242636,-15.948692,-8.664507,26.457413,13.318448,23.99545,-19.287296,-17.442448,-39.550045,30.239655,-13.371408,-31.736088,-3.8907523,2.2612462,-19.143496,7.6837106,-22.805593,37.840767,2.7485962,30.07484,37.772224,39.725967,-14.073515,-16.874653,-25.29788,44.808704,-23.915787,43.28974,40.49097,10.491858,38.495506,-16.29961
354,21.957869,-12.619355,-7.4160414,21.594969,10.147732,20.16557,-16.064417,-15.588452,-32.35151,24.820585,-12.39046,-27.265667,-2.9804702,1.2532599,-16.238445,6.3577642,-19.72149,31.716803,2.1065347,25.220459,30.682932,32.938766,-11.272889,-15.0151415,-20.686779,37.546124,-21.040699,37.313305,33.75874,8.366289,32.097908,-13.366429
355,4.561902,-2.9108348,-0.5159672,4.5869093,2.2164984,3.5935206,-2.9339051,-2.358956,-6.2485914,4.558735,-1.2764179,-4.8836746,-0.64270437,1.1403587,-3.3209484,1.5231788,-3.1426277,5.5790353,0.80889904,4.303186,5.997765,6.5927978,-2.2138016,-1.8746397,-3.6972923,6.957956,-3.7542427,6.1145887,6.311362,2.6876588,6.072646,-3.031215
356,349.29388,-205.15817,-115.525375,338.18454,172.27412,310.39722,-245.34805,-222.6055,-509.7032,390.583,-174.16069,-411.5158,-49.895027,22.585459,-241.89316,97.37397,-295.8594,490.02652,32.665188,388.2432,487.1439,510.23926,-181.40092,-222.01775,-327.43262,576.3332,-308.29715,558.52167,522.4252,128.59242,495.05402,-207.4321
357,2.9021478,-2.0880146,0.14313571,3.1184886,1.1947008,2.2349942,-1.4800494,-1.2960786,-3.748777,2.4931607,-0.6796515,-3.3760154,-0.6345323,0.81175137,-2.175972,1.3326166,-1.8153391,3.495547,0.4469331,2.1712334,3.4616165,4.293205,-1.3248508,-1.006795,-1.8917542,4.449367,-2.7882848,3.7072113,4.1723585,2.0915682,3.8706527,-2.3067758
358,2.9061465,-2.1196055,0.1897661,3.1324735,1.2074337,2.2078607,-1.4360245,-1.2215881,-3.718558,2.4391456,-0.6084329,-3.3489113,-0.6588574,0.84745616,-2.1691384,1.3608196,-1.7572666,3.453277,0.45491785,2.0973039,3.4344761,4.2880406,-1.3133265,-0.92268693,-1.8477272,4.417106,-2.773351,3.6244926,4.16432,2.1410868,3.8391201,-2.3525567
359,18.220379,-10.644079,-5.6260366,17.725498,8.877989,15.973635,-12.957245,-11.699734,-26.37353,20.145016,-8.855303,-21.13763,-2.5818055,1.7092783,-12.941902,5.1667624,-15.180423,25.19,1.9490064,20.054262,25.201176,26.541,-9.348795,-11.135011,-16.853302,29.919882,-15.994725,28.900593,26.997559,7.2366953,25.703426,-10.953851
360,13.1355,-7.6233354,-3.7584565,12.919215,6.352478,11.478122,-9.364837,-8.465132,-18.84522,14.426413,-6.2526975,-15.209616,-1.9007273,1.4037136,-9.477294,3.8309696,-10.8318815,18.031992,1.4830601,14.3364315,18.111069,19.115238,-6.71014,-7.818441,-12.081547,21.563477,-11.650969,20.709156,19.37209,5.5081825,18.496956,-8.014782
361,3.6116116,-2.6790552,0.25864154,3.727316,1.831645,2.3730676,-1.6225598,-0.8711482,-4.474732,2.9170146,-0.07572849,-3.414822,-0.7873384,1.3238363,-2.3724554,1.5132565,-1.663616,3.7207627,0.64555174,2.3669157,4.2115707,5.020878,-1.6312246,-0.57472956,-2.2395513,4.824894,-2.585519,3.4792266,4.6391783,2.6569834,4.288935,-2.7314765
362,3.3984833,-2.1435356,-0.30252066,3.6028461,1.2994571,2.960182,-2.2128568,-2.2573984,-4.6886396,3.4276376,-1.5122931,-4.2823696,-0.57680315,0.5942484,-2.6880875,1.3328723,-2.7216156,4.5594134,0.47170907,3.2976196,4.3867464,5.2038355,-1.659106,-1.9109122,-2.7108428,5.688072,-3.558968,5.2704806,5.0989256,2.0470998,4.9019365,-2.429689
363,4.063655,-2.4312174,-0.60434043,4.2443,1.580699,3.6671443,-2.8470597,-2.940261,-5.731583,4.2952666,-2.0577552,-5.2074914,-0.59946406,0.5681382,-3.2644057,1.4510502,-3.4991164,5.620882,0.5837971,4.2707705,5.4069314,6.2959375,-1.9920267,-2.526449,-3.485251,6.9624243,-4.328925,6.66486,6.178354,2.2865226,5.9566107,-2.7995594
